wec_cost,power_lim,diameter,omega_n,zeta,electrification,carbon_constraint,year,system_cost,carbon,system_capacity,wave_capacity,solar_capacity,onshore_wind_capacity,offshore_wind_capacity,battery_capacity,fossil_capacity,solar_costs,onshore_wind_costs,offshore_wind_costs,battery_costs,fossil_costs,fossil_energy,wave_energy
5000.0,400.0,20.0,0.7,0.25,ref,med,2030,2889863123.9016747,12320130.36238881,49308.44525861088,0.0,14284.35075090142,7273.563212248351,0.0,482.15348539715825,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676636,0.0
1000.0,700.0,20.0,0.5,0.05,ref,med,2030,2889863123.9016743,12320130.362388823,49308.44525861088,0.0,14284.350750901416,7273.563212248342,0.0,482.15348539714614,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676673,0.0
3000.0,700.0,20.0,0.5,0.05,ref,med,2030,2889863123.9016714,12320130.3623888,49308.44525861087,0.0,14284.350750901409,7273.563212248335,0.0,482.1534853971291,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.34267662,0.0
5000.0,700.0,20.0,0.5,0.05,ref,med,2030,2889863123.901676,12320130.362388805,49308.44525861091,0.0,14284.350750901434,7273.56321224838,0.0,482.15348539719656,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676632,0.0
1000.0,700.0,20.0,0.6,0.05,ref,med,2030,2889863123.901674,12320130.362388818,49308.44525861087,0.0,14284.350750901413,7273.563212248335,0.0,482.15348539713347,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.34267666,0.0
3000.0,700.0,20.0,0.6,0.05,ref,med,2030,2889863123.9016747,12320130.36238882,49308.44525861088,0.0,14284.35075090142,7273.563212248353,0.0,482.15348539715814,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676654,0.0
5000.0,700.0,20.0,0.6,0.05,ref,med,2030,2889863123.9016743,12320130.362388823,49308.44525861088,0.0,14284.350750901416,7273.563212248342,0.0,482.1534853971477,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676677,0.0
1000.0,700.0,20.0,0.7,0.05,ref,med,2030,2889863123.901676,12320130.36238881,49308.44525861088,0.0,14284.35075090142,7273.563212248346,0.0,482.1534853971507,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.34267664,0.0
3000.0,700.0,20.0,0.7,0.05,ref,med,2030,2889863123.901678,12320130.362388805,49308.4452586109,0.0,14284.350750901427,7273.563212248366,0.0,482.15348539717576,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676617,0.0
5000.0,700.0,20.0,0.7,0.05,ref,med,2030,2889863123.9016743,12320130.362388857,49308.44525861088,0.0,14284.350750901423,7273.563212248357,0.0,482.1534853971643,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676662,0.0
1000.0,700.0,20.0,0.5,0.15,ref,med,2030,2889863123.9016747,12320130.362388812,49308.4452586109,0.0,14284.350750901423,7273.56321224836,0.0,482.1534853971675,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.34267664,0.0
3000.0,700.0,20.0,0.5,0.15,ref,med,2030,2889863123.901673,12320130.362388792,49308.44525861091,0.0,14284.350750901434,7273.563212248382,0.0,482.1534853971996,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676595,0.0
5000.0,700.0,20.0,0.5,0.15,ref,med,2030,2889863123.901674,12320130.362388823,49308.44525861087,0.0,14284.350750901416,7273.56321224834,0.0,482.1534853971417,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.34267667,0.0
1000.0,700.0,20.0,0.6,0.15,ref,med,2030,2889863123.9016705,12320130.362388786,49308.44525861087,0.0,14284.350750901413,7273.563212248331,0.0,482.1534853971315,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676636,0.0
3000.0,700.0,20.0,0.6,0.15,ref,med,2030,2889610910.461206,12320126.80002831,49305.4804377888,0.0,14279.442282041524,7276.698331229609,0.0,482.04323580247484,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934618.98618439,0.0
5000.0,700.0,20.0,0.6,0.15,ref,med,2030,2889863123.9016767,12320130.362388816,49308.44525861087,0.0,14284.350750901416,7273.5632122483385,0.0,482.1534853971398,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.34267665,0.0
1000.0,700.0,20.0,0.7,0.15,ref,med,2030,2889863123.901677,12320130.36238878,49308.44525861085,0.0,14284.350750901409,7273.563212248324,0.0,482.15348539712056,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.34267664,0.0
3000.0,700.0,20.0,0.7,0.15,ref,med,2030,2889863123.90167,12320130.36238881,49308.44525861088,0.0,14284.35075090142,7273.563212248346,0.0,482.153485397153,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.34267664,0.0
5000.0,700.0,20.0,0.7,0.15,ref,med,2030,2889863123.901672,12320130.362388812,49308.44525861088,0.0,14284.35075090142,7273.563212248349,0.0,482.1534853971567,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676632,0.0
1000.0,700.0,20.0,0.5,0.25,ref,med,2030,2889863123.9016743,12320130.362388806,49308.44525861088,0.0,14284.35075090142,7273.563212248348,0.0,482.1534853971524,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.34267663,0.0
3000.0,700.0,20.0,0.5,0.25,ref,med,2030,2889863123.901671,12320130.3623888,49308.4452586109,0.0,14284.350750901427,7273.563212248375,0.0,482.1534853971872,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.34267661,0.0
5000.0,700.0,20.0,0.5,0.25,ref,med,2030,2889863123.901679,12320130.362388808,49308.44525861088,0.0,14284.35075090142,7273.563212248346,0.0,482.1534853971491,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676636,0.0
1000.0,700.0,20.0,0.6,0.25,ref,med,2030,2889863123.90168,12320130.362388806,49308.44525861089,0.0,14284.350750901423,7273.563212248357,0.0,482.1534853971669,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676625,0.0
3000.0,700.0,20.0,0.6,0.25,ref,med,2030,2889863123.9016747,12320130.362388812,49308.44525861086,0.0,14284.350750901413,7273.563212248333,0.0,482.153485397131,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676643,0.0
5000.0,700.0,20.0,0.6,0.25,ref,med,2030,2889863123.9016743,12320130.362388816,49308.44525861087,0.0,14284.350750901416,7273.5632122483385,0.0,482.1534853971398,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676654,0.0
1000.0,700.0,20.0,0.7,0.25,ref,med,2030,2889863123.901675,12320130.362388805,49308.4452586109,0.0,14284.350750901427,7273.563212248369,0.0,482.15348539717877,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.34267663,0.0
3000.0,700.0,20.0,0.7,0.25,ref,med,2030,2889863123.901669,12320130.362388814,49308.44525861087,0.0,14284.350750901413,7273.563212248337,0.0,482.1534853971391,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676654,0.0
5000.0,700.0,20.0,0.7,0.25,ref,med,2030,2889863123.9016743,12320130.362388814,49308.44525861087,0.0,14284.350750901416,7273.563212248342,0.0,482.15348539714466,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676643,0.0
1000.0,1000.0,20.0,0.5,0.05,ref,med,2030,2889863123.901676,12320130.36238881,49308.44525861088,0.0,14284.35075090142,7273.563212248351,0.0,482.1534853971581,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.34267664,0.0
3000.0,1000.0,20.0,0.5,0.05,ref,med,2030,2889863123.901673,12320130.362388795,49308.44525861087,0.0,14284.350750901413,7273.563212248335,0.0,482.15348539713534,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676602,0.0
5000.0,1000.0,20.0,0.5,0.05,ref,med,2030,2889863123.901669,12320130.362388816,49308.44525861087,0.0,14284.350750901413,7273.563212248335,0.0,482.15348539713744,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676654,0.0
1000.0,1000.0,20.0,0.6,0.05,ref,med,2030,2889863123.9016786,12320130.362388805,49308.44525861089,0.0,14284.350750901423,7273.5632122483585,0.0,482.153485397169,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676625,0.0
3000.0,1000.0,20.0,0.6,0.05,ref,med,2030,2889863123.9016767,12320130.362388805,49308.4452586109,0.0,14284.350750901427,7273.563212248369,0.0,482.1534853971797,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.34267662,0.0
5000.0,1000.0,20.0,0.6,0.05,ref,med,2030,2889863123.901679,12320130.362388805,49308.4452586109,0.0,14284.350750901427,7273.563212248366,0.0,482.15348539717644,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.34267662,0.0
1000.0,1000.0,20.0,0.7,0.05,ref,med,2030,2889863123.9016724,12320130.362388808,49308.44525861087,0.0,14284.350750901416,7273.56321224834,0.0,482.1534853971438,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.34267664,0.0
3000.0,1000.0,20.0,0.7,0.05,ref,med,2030,2889863123.901672,12320130.362388808,49308.44525861088,0.0,14284.350750901416,7273.563212248344,0.0,482.15348539714904,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676632,0.0
5000.0,1000.0,20.0,0.7,0.05,ref,med,2030,2889863123.9016724,12320130.36238881,49308.44525861088,0.0,14284.35075090142,7273.563212248353,0.0,482.15348539716,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.34267663,0.0
1000.0,1000.0,20.0,0.5,0.15,ref,med,2030,2889863123.9016743,12320130.362388816,49308.44525861089,0.0,14284.350750901423,7273.5632122483585,0.0,482.1534853971662,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676632,0.0
3000.0,1000.0,20.0,0.5,0.15,ref,med,2030,2889863123.9016724,12320130.362388818,49308.44525861087,0.0,14284.350750901413,7273.563212248333,0.0,482.15348539713216,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676654,0.0
5000.0,1000.0,20.0,0.5,0.15,ref,med,2030,2889863123.901676,12320130.36238881,49308.44525861088,0.0,14284.35075090142,7273.563212248351,0.0,482.15348539715956,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676632,0.0
1000.0,1000.0,20.0,0.6,0.15,ref,med,2030,2889863123.9016743,12320130.36238881,49308.44525861088,0.0,14284.35075090142,7273.563212248349,0.0,482.1534853971573,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676636,0.0
3000.0,1000.0,20.0,0.6,0.15,ref,med,2030,2889863123.9016705,12320130.362388805,49308.44525861087,0.0,14284.350750901413,7273.563212248331,0.0,482.1534853971304,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.34267662,0.0
5000.0,1000.0,20.0,0.6,0.15,ref,med,2030,2889863123.9016786,12320130.362388814,49308.44525861088,0.0,14284.350750901416,7273.563212248342,0.0,482.15348539714626,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676643,0.0
1000.0,1000.0,20.0,0.7,0.15,ref,med,2030,2889863123.901673,12320130.362388806,49308.44525861089,0.0,14284.350750901423,7273.5632122483585,0.0,482.15348539716763,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676632,0.0
3000.0,1000.0,20.0,0.7,0.15,ref,med,2030,2889863123.901673,12320130.362388818,49308.44525861088,0.0,14284.350750901416,7273.563212248348,0.0,482.1534853971504,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676654,0.0
5000.0,1000.0,20.0,0.7,0.15,ref,med,2030,2889863123.901674,12320130.362388823,49308.44525861085,0.0,14284.350750901409,7273.563212248322,0.0,482.1534853971198,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.34267667,0.0
1000.0,1000.0,20.0,0.5,0.25,ref,med,2030,2889863123.9016747,12320130.362388816,49308.44525861088,0.0,14284.35075090142,7273.563212248349,0.0,482.15348539715256,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676647,0.0
3000.0,1000.0,20.0,0.5,0.25,ref,med,2030,2889863123.90168,12320130.36238883,49308.4452586109,0.0,14284.350750901427,7273.563212248366,0.0,482.1534853971758,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.34267664,0.0
5000.0,1000.0,20.0,0.5,0.25,ref,med,2030,2889863123.901669,12320130.36238882,49308.44525861086,0.0,14284.350750901409,7273.563212248326,0.0,482.15348539712363,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.34267666,0.0
1000.0,1000.0,20.0,0.6,0.25,ref,med,2030,2889863123.901679,12320130.3623888,49308.4452586109,0.0,14284.350750901423,7273.563212248362,0.0,482.1534853971726,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676625,0.0
3000.0,1000.0,20.0,0.6,0.25,ref,med,2030,2889863123.9016743,12320130.362388814,49308.44525861088,0.0,14284.350750901416,7273.563212248342,0.0,482.1534853971467,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676643,0.0
5000.0,1000.0,20.0,0.6,0.25,ref,med,2030,2889863123.901669,12320130.362388834,49308.44525861088,0.0,14284.35075090142,7273.563212248351,0.0,482.15348539715455,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676654,0.0
1000.0,1000.0,20.0,0.7,0.25,ref,med,2030,2889863123.901681,12320130.3623888,49308.4452586109,0.0,14284.350750901427,7273.563212248371,0.0,482.1534853971824,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676613,0.0
3000.0,1000.0,20.0,0.7,0.25,ref,med,2030,2889863123.901677,12320130.362388808,49308.44525861089,0.0,14284.35075090142,7273.563212248355,0.0,482.15348539716103,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.34267663,0.0
5000.0,1000.0,20.0,0.7,0.25,ref,med,2030,2889863123.9016743,12320130.362388816,49308.44525861087,0.0,14284.350750901413,7273.563212248335,0.0,482.1534853971342,0.0,[      0.    1128557.212],[      0.    2494105.867],[      0.    4005241.781],[     0.    198241.255],[      0.     960907.391 1047739.592 2576894.437],20934903.342676654,0.0
