gen,time,cMinPowerThermal,cMaxPowerThermal
17,279,0,0
19,279,0,0
22,279,0,0
8,280,0,0
13,280,0,0
17,280,0,0
19,280,0,0
17,281,0,0
21,281,0,0
24,281,0,0
27,281,0,0
5,282,0,0
10,282,0,0
15,282,0,0
17,282,0,0
19,282,0,0
25,282,0,0
7,283,0,0
12,283,0,0
20,283,0,0
23,283,0,0
26,283,0,0
12,284,0,0
10,285,0,0
17,285,0,0
19,285,0,0
22,285,0,0
25,285,0,0
10,286,0,0
17,286,0,0
27,286,0,0
5,287,0,0
10,287,0,0
12,287,0,0
15,287,0,0
17,287,0,0
19,287,0,0
20,287,0,0
22,287,0,0
24,287,0,0
25,287,0,0
17,288,0,0
19,288,0,0
23,288,0,0
26,288,0,0
27,288,0,0
7,289,0,0
8,289,0,0
13,289,0,0
17,289,0,0
21,289,0,0
27,289,0,0
5,290,0,0
8,290,0,0
13,290,0,0
17,290,0,0
19,290,0,0
21,290,0,0
8,291,0,0
13,291,0,0
17,291,0,0
22,291,0,0
8,292,0,0
13,292,0,0
17,292,0,0
19,292,0,0
8,293,0,0
13,293,0,0
17,293,0,0
5,294,0,0
8,294,0,0
13,294,0,0
17,294,0,0
19,294,0,0
22,294,0,0
4,295,0,0
17,295,0,0
5,296,0,0
17,296,0,0
22,296,0,0
4,297,0,0
17,297,0,0
19,297,0,0
24,297,0,0
8,298,0,0
13,298,0,0
17,298,0,0
8,299,0,0
13,299,0,0
17,299,0,0
19,299,0,0
5,300,0,0
8,300,0,0
13,300,0,0
17,300,0,0
22,300,0,0
8,301,0,0
17,301,0,0
19,301,0,0
5,302,0,0
8,302,0,0
17,302,0,0
20,302,0,0
21,302,0,0
22,302,0,0
24,302,0,0
27,302,0,0
17,303,0,0
19,303,0,0
17,304,0,0
21,304,0,0
23,304,0,0
24,304,0,0
26,304,0,0
10,305,0,0
17,305,0,0
19,305,0,0
5,306,0,0
10,306,0,0
17,306,0,0
20,306,0,0
22,306,0,0
23,306,0,0
23,307,0,0
25,307,0,0
20,308,0,0
22,310,0,0
10,311,0,0
17,311,0,0
5,312,0,0
17,312,0,0
22,312,0,0
23,312,0,0
17,313,0,0
26,313,0,0
27,313,0,0
17,314,0,0
23,314,0,0
25,314,0,0
13,315,0,0
17,315,0,0
19,315,0,0
5,316,0,0
13,316,0,0
17,316,0,0
21,316,0,0
22,316,0,0
24,316,0,0
25,316,0,0
27,316,0,0
8,317,0,0
13,317,0,0
17,317,0,0
19,317,0,0
8,318,0,0
13,318,0,0
17,318,0,0
19,318,0,0
22,318,0,0
4,319,0,0
17,319,0,0
5,320,0,0
17,320,0,0
21,320,0,0
22,320,0,0
24,320,0,0
27,320,0,0
4,321,0,0
17,321,0,0
19,321,0,0
8,322,0,0
13,322,0,0
17,322,0,0
21,322,0,0
22,322,0,0
24,322,0,0
27,322,0,0
13,323,0,0
17,323,0,0
19,323,0,0
17,324,0,0
21,324,0,0
24,324,0,0
27,324,0,0
17,325,0,0
17,326,0,0
19,326,0,0
17,327,0,0
26,327,0,0
10,328,0,0
17,328,0,0
19,328,0,0
25,328,0,0
7,329,0,0
10,329,0,0
15,329,0,0
17,329,0,0
22,329,0,0
25,329,0,0
26,329,0,0
10,330,0,0
15,330,0,0
17,330,0,0
7,331,0,0
12,331,0,0
26,331,0,0
12,332,0,0
23,332,0,0
15,333,0,0
17,333,0,0
25,333,0,0
10,334,0,0
15,334,0,0
17,334,0,0
19,334,0,0
22,334,0,0
25,334,0,0
10,335,0,0
15,335,0,0
17,335,0,0
22,335,0,0
7,336,0,0
10,336,0,0
15,336,0,0
17,336,0,0
19,336,0,0
20,336,0,0
17,337,0,0
21,337,0,0
22,337,0,0
23,337,0,0
24,337,0,0
26,337,0,0
27,337,0,0
17,338,0,0
7,339,0,0
13,339,0,0
17,339,0,0
13,340,0,0
17,340,0,0
19,340,0,0
22,340,0,0
5,341,0,0
8,341,0,0
17,341,0,0
19,341,0,0
21,341,0,0
24,341,0,0
27,341,0,0
8,342,0,0
13,342,0,0
17,342,0,0
19,342,0,0
22,342,0,0
4,343,0,0
5,343,0,0
7,343,0,0
17,343,0,0
21,343,0,0
24,343,0,0
17,344,0,0
17,345,0,0
19,345,0,0
4,346,0,0
8,346,0,0
13,346,0,0
17,346,0,0
21,346,0,0
22,346,0,0
24,346,0,0
27,346,0,0
5,347,0,0
13,347,0,0
17,347,0,0
17,348,0,0
19,348,0,0
21,348,0,0
22,348,0,0
23,348,0,0
24,348,0,0
27,348,0,0
7,349,0,0
17,349,0,0
17,350,0,0
22,350,0,0
7,351,0,0
17,351,0,0
19,351,0,0
17,352,0,0
22,352,0,0
25,352,0,0
10,353,0,0
15,353,0,0
17,353,0,0
19,353,0,0
10,354,0,0
17,354,0,0
22,354,0,0
25,354,0,0
5,355,0,0
7,355,0,0
10,355,0,0
15,355,0,0
17,355,0,0
20,355,0,0
23,355,0,0
12,356,0,0
20,356,0,0
23,356,0,0
26,356,0,0
7,357,0,0
10,357,0,0
17,357,0,0
19,357,0,0
25,357,0,0
10,358,0,0
17,358,0,0
19,358,0,0
22,358,0,0
25,358,0,0
5,359,0,0
10,359,0,0
15,359,0,0
17,359,0,0
19,359,0,0
21,359,0,0
24,359,0,0
5,360,0,0
10,360,0,0
15,360,0,0
17,360,0,0
19,360,0,0
22,360,0,0
25,360,0,0
26,360,0,0
27,360,0,0
4,361,0,0
5,361,0,0
7,361,0,0
17,361,0,0
19,361,0,0
22,361,0,0
25,361,0,0
7,362,0,0
17,362,0,0
19,362,0,0
22,362,0,0
5,363,0,0
7,363,0,0
17,363,0,0
19,363,0,0
22,363,0,0
25,363,0,0
7,364,0,0
17,364,0,0
19,364,0,0
22,364,0,0
25,364,0,0
27,364,0,0
5,365,0,0
7,365,0,0
17,365,0,0
19,365,0,0
22,365,0,0
25,365,0,0
7,366,0,0
17,366,0,0
19,366,0,0
21,366,0,0
22,366,0,0
24,366,0,0
27,366,0,0
17,367,0,0
5,368,0,0
17,368,0,0
19,368,0,0
21,368,0,0
22,368,0,0
24,368,0,0
25,368,0,0
27,368,0,0
17,369,0,0
19,369,0,0
22,369,0,0
25,369,0,0
5,370,0,0
17,370,0,0
19,370,0,0
22,370,0,0
25,370,0,0
17,371,0,0
19,371,0,0
21,371,0,0
22,371,0,0
24,371,0,0
27,371,0,0
17,372,0,0
19,372,0,0
22,372,0,0
25,372,0,0
12,373,0,0
17,373,0,0
19,373,0,0
22,373,0,0
25,373,0,0
5,374,0,0
7,374,0,0
17,374,0,0
19,374,0,0
22,374,0,0
12,375,0,0
17,375,0,0
19,375,0,0
21,375,0,0
24,375,0,0
25,375,0,0
27,375,0,0
17,376,0,0
19,376,0,0
22,376,0,0
25,376,0,0
17,377,0,0
19,377,0,0
22,377,0,0
5,378,0,0
7,378,0,0
17,378,0,0
19,378,0,0
22,378,0,0
25,378,0,0
17,379,0,0
21,379,0,0
24,379,0,0
25,379,0,0
27,379,0,0
17,380,0,0
19,380,0,0
22,380,0,0
25,380,0,0
17,381,0,0
19,381,0,0
22,381,0,0
25,381,0,0
5,382,0,0
7,382,0,0
17,382,0,0
19,382,0,0
21,382,0,0
22,382,0,0
24,382,0,0
25,382,0,0
17,383,0,0
19,383,0,0
22,383,0,0
25,383,0,0
27,383,0,0
17,384,0,0
19,384,0,0
22,384,0,0
17,385,0,0
19,385,0,0
22,385,0,0
5,386,0,0
17,386,0,0
19,386,0,0
21,386,0,0
22,386,0,0
24,386,0,0
25,386,0,0
27,386,0,0
17,387,0,0
19,387,0,0
22,387,0,0
25,387,0,0
17,388,0,0
19,388,0,0
22,388,0,0
5,389,0,0
17,389,0,0
19,389,0,0
25,389,0,0
7,390,0,0
17,390,0,0
19,390,0,0
22,390,0,0
17,391,0,0
19,391,0,0
22,391,0,0
24,391,0,0
5,392,0,0
17,392,0,0
19,392,0,0
21,392,0,0
22,392,0,0
25,392,0,0
27,392,0,0
17,393,0,0
19,393,0,0
22,393,0,0
5,394,0,0
17,394,0,0
19,394,0,0
22,394,0,0
5,395,0,0
17,395,0,0
21,395,0,0
25,395,0,0
27,395,0,0
7,396,0,0
17,396,0,0
19,396,0,0
22,396,0,0
17,397,0,0
19,397,0,0
22,397,0,0
25,397,0,0
5,398,0,0
7,398,0,0
17,398,0,0
19,398,0,0
22,398,0,0
24,398,0,0
5,399,0,0
17,399,0,0
19,399,0,0
21,399,0,0
22,399,0,0
25,399,0,0
7,400,0,0
12,400,0,0
17,400,0,0
19,400,0,0
22,400,0,0
27,400,0,0
4,401,0,0
17,401,0,0
19,401,0,0
22,401,0,0
25,401,0,0
12,402,0,0
13,402,0,0
17,402,0,0
19,402,0,0
22,402,0,0
25,402,0,0
8,403,0,0
13,403,0,0
17,403,0,0
19,403,0,0
21,403,0,0
22,403,0,0
24,403,0,0
25,403,0,0
8,404,0,0
17,404,0,0
19,404,0,0
22,404,0,0
27,404,0,0
5,405,0,0
13,405,0,0
17,405,0,0
19,405,0,0
22,405,0,0
25,405,0,0
13,406,0,0
17,406,0,0
19,406,0,0
22,406,0,0
24,406,0,0
5,407,0,0
17,407,0,0
21,407,0,0
25,407,0,0
27,407,0,0
17,408,0,0
19,408,0,0
22,408,0,0
4,409,0,0
12,409,0,0
17,409,0,0
19,409,0,0
22,409,0,0
17,410,0,0
19,410,0,0
21,410,0,0
22,410,0,0
24,410,0,0
25,410,0,0
5,411,0,0
7,411,0,0
17,411,0,0
19,411,0,0
22,411,0,0
4,412,0,0
17,412,0,0
19,412,0,0
22,412,0,0
25,412,0,0
27,412,0,0
17,413,0,0
19,413,0,0
22,413,0,0
7,414,0,0
17,414,0,0
19,414,0,0
22,414,0,0
25,414,0,0
17,415,0,0
19,415,0,0
21,415,0,0
22,415,0,0
24,415,0,0
5,416,0,0
17,416,0,0
19,416,0,0
22,416,0,0
25,416,0,0
27,416,0,0
5,417,0,0
17,417,0,0
19,417,0,0
22,417,0,0
25,417,0,0
17,418,0,0
19,418,0,0
22,418,0,0
4,419,0,0
7,419,0,0
17,419,0,0
21,419,0,0
24,419,0,0
25,419,0,0
27,419,0,0
17,420,0,0
19,420,0,0
22,420,0,0
17,421,0,0
19,421,0,0
22,421,0,0
5,422,0,0
7,422,0,0
17,422,0,0
19,422,0,0
21,422,0,0
22,422,0,0
25,422,0,0
4,423,0,0
17,423,0,0
19,423,0,0
22,423,0,0
5,424,0,0
8,424,0,0
12,424,0,0
13,424,0,0
17,424,0,0
19,424,0,0
22,424,0,0
24,424,0,0
27,424,0,0
7,425,0,0
8,425,0,0
13,425,0,0
17,425,0,0
19,425,0,0
22,425,0,0
25,425,0,0
5,426,0,0
10,426,0,0
12,426,0,0
15,426,0,0
17,426,0,0
19,426,0,0
22,426,0,0
12,427,0,0
14,427,0,0
18,427,0,0
25,427,0,0
25,428,0,0
10,430,0,0
11,430,0,0
17,430,0,0
19,430,0,0
25,430,0,0
7,431,0,0
12,431,0,0
17,431,0,0
19,431,0,0
22,431,0,0
25,431,0,0
7,432,0,0
17,432,0,0
19,432,0,0
22,432,0,0
25,432,0,0
5,433,0,0
7,433,0,0
8,433,0,0
17,433,0,0
19,433,0,0
22,433,0,0
25,433,0,0
7,434,0,0
13,434,0,0
17,434,0,0
19,434,0,0
22,434,0,0
7,435,0,0
13,435,0,0
17,435,0,0
19,435,0,0
5,436,0,0
7,436,0,0
13,436,0,0
17,436,0,0
19,436,0,0
21,436,0,0
22,436,0,0
24,436,0,0
25,436,0,0
27,436,0,0
7,437,0,0
13,437,0,0
17,437,0,0
25,437,0,0
7,438,0,0
13,438,0,0
17,438,0,0
19,438,0,0
22,438,0,0
25,438,0,0
5,439,0,0
7,439,0,0
13,439,0,0
17,439,0,0
19,439,0,0
21,439,0,0
24,439,0,0
25,439,0,0
5,440,0,0
7,440,0,0
17,440,0,0
19,440,0,0
22,440,0,0
27,440,0,0
7,441,0,0
17,441,0,0
19,441,0,0
22,441,0,0
25,441,0,0
17,442,0,0
19,442,0,0
22,442,0,0
25,442,0,0
17,443,0,0
21,443,0,0
22,443,0,0
24,443,0,0
25,443,0,0
17,444,0,0
19,444,0,0
22,444,0,0
25,444,0,0
27,444,0,0
17,445,0,0
19,445,0,0
25,445,0,0
8,446,0,0
17,446,0,0
19,446,0,0
22,446,0,0
25,446,0,0
8,447,0,0
17,447,0,0
19,447,0,0
22,447,0,0
27,447,0,0
17,448,0,0
21,448,0,0
22,448,0,0
24,448,0,0
25,448,0,0
10,449,0,0
15,449,0,0
17,449,0,0
19,449,0,0
22,449,0,0
7,450,0,0
10,450,0,0
17,450,0,0
19,450,0,0
22,450,0,0
12,451,0,0
22,451,0,0
25,451,0,0
22,452,0,0
25,452,0,0
7,453,0,0
10,453,0,0
17,453,0,0
22,453,0,0
25,453,0,0
10,454,0,0
15,454,0,0
17,454,0,0
19,454,0,0
22,454,0,0
24,454,0,0
27,454,0,0
7,455,0,0
10,455,0,0
15,455,0,0
17,455,0,0
19,455,0,0
22,455,0,0
25,455,0,0
17,456,0,0
22,456,0,0
5,457,0,0
8,457,0,0
13,457,0,0
17,457,0,0
19,457,0,0
22,457,0,0
25,457,0,0
13,458,0,0
17,458,0,0
19,458,0,0
22,458,0,0
25,458,0,0
7,459,0,0
13,459,0,0
17,459,0,0
19,459,0,0
22,459,0,0
5,460,0,0
13,460,0,0
17,460,0,0
19,460,0,0
22,460,0,0
24,460,0,0
25,460,0,0
27,460,0,0
12,461,0,0
13,461,0,0
17,461,0,0
19,461,0,0
12,462,0,0
13,462,0,0
17,462,0,0
19,462,0,0
22,462,0,0
8,463,0,0
13,463,0,0
17,463,0,0
19,463,0,0
22,463,0,0
8,464,0,0
17,464,0,0
19,464,0,0
22,464,0,0
25,464,0,0
5,465,0,0
8,465,0,0
12,465,0,0
17,465,0,0
22,465,0,0
25,465,0,0
17,466,0,0
19,466,0,0
22,466,0,0
25,466,0,0
13,467,0,0
17,467,0,0
19,467,0,0
21,467,0,0
24,467,0,0
27,467,0,0
5,468,0,0
7,468,0,0
13,468,0,0
17,468,0,0
19,468,0,0
22,468,0,0
13,469,0,0
17,469,0,0
19,469,0,0
22,469,0,0
25,469,0,0
8,470,0,0
13,470,0,0
17,470,0,0
21,470,0,0
22,470,0,0
24,470,0,0
27,470,0,0
8,471,0,0
13,471,0,0
17,471,0,0
19,471,0,0
22,471,0,0
25,471,0,0
17,472,0,0
19,472,0,0
22,472,0,0
7,473,0,0
17,473,0,0
19,473,0,0
22,473,0,0
25,473,0,0
10,474,0,0
17,474,0,0
19,474,0,0
22,474,0,0
25,474,0,0
18,475,0,0
25,475,0,0
25,476,0,0
18,477,0,0
10,478,0,0
17,478,0,0
25,478,0,0
7,479,0,0
8,479,0,0
17,479,0,0
19,479,0,0
22,479,0,0
25,479,0,0
8,480,0,0
13,480,0,0
17,480,0,0
19,480,0,0
22,480,0,0
25,480,0,0